fec_vta,suc_vta,or_vta,stat_vta,cve_esp,clas_car,stat_reg,cve_gra,cve_serv,tip_com,par_dat,emi_stat,cor_sc,per_int,ser_id,zon_vta,vta_id,bol_vta,fi_vta,var_ord,fec_ord,cve_ord_dte,cve_vta_ord,imp_ant,diniper,digitover,gcioid,fec_arb
2024-10-27,9580,2223909560,1,309880,V,0,0,0,11,309880,0,0,72,0,0,184,3,0,16056.00,1901-01-01 00:00:00,999999    ,0,223.00,2024-11-07 19:59:00,3,1,2024-11-21 03:16:03.455857000
2024-10-13,9623,16917759603,1,91097,V,1,0,0,11,1103505,0,5,5,0,28,400,3,0,0.00,1901-01-01 00:00:00,252172    ,1733,268.00,2024-10-20 18:18:00,3,1,2024-11-21 03:16:03.455857000
2024-10-27,9546,1017029526,1,140503,V,0,0,0,11,140503,0,0,154,0,0,184,3,0,24794.00,1901-01-01 00:00:00,999999    ,0,161.00,2024-11-03 17:28:00,7,1,2024-11-21 03:16:03.455857000
2024-10-25,8888,311648868,1,5227,V,1,0,0,11,42255,0,2,2,0,31,184,1,0,0.00,1901-01-01 00:00:00,779432    ,4011,239.00,2024-11-07 16:18:00,4,1,2024-11-21 03:16:03.455857000
2024-10-11,9581,1258399561,1,27326,V,1,0,0,10,177235,0,5,5,0,30,184,3,0,0.00,1901-01-01 00:00:00,977836    ,1984,340.00,2024-10-18 20:19:00,6,1,2024-11-21 03:16:03.455857000
2024-10-12,9497,1394199477,1,201258,V,0,0,0,11,201258,0,0,154,0,0,184,3,0,23408.00,1901-01-01 00:00:00,999999    ,0,152.00,2024-10-21 12:38:00,7,1,2024-11-21 03:16:03.455857000
2024-10-09,9706,1853389686,1,28230,V,1,0,0,10,251322,0,5,6,0,2,184,3,-1,0.00,1901-01-01 00:00:00,00973906  ,187,263.00,2024-10-20 18:19:00,5,1,2024-11-21 03:16:03.455857000
2024-10-20,9619,1327899599,1,984,V,1,0,0,11,187659,0,3,3,0,99,184,3,0,0.00,1901-01-01 00:00:00,1108085   ,1979,170.00,2024-11-01 15:55:00,3,1,2024-11-21 03:16:03.455857000
2024-10-25,9495,1666139475,1,203756,V,0,0,0,11,203756,0,0,115,0,0,184,3,0,21045.00,1901-01-01 00:00:00,999999    ,0,183.00,2024-11-03 12:53:00,8,1,2024-11-21 03:16:03.455857000
2024-10-28,9716,3339239696,1,445003,V,0,0,0,11,445003,0,0,102,0,0,184,3,0,19584.00,1901-01-01 00:00:00,999999    ,0,192.00,2024-11-04 17:38:00,1,1,2024-11-21 03:16:03.455857000
2024-10-26,8699,5115668679,1,83797,V,1,0,0,12,639965,0,3,4,0,70,184,3,-1,0.00,1901-01-01 00:00:00,1052540   ,1730,373.00,2024-11-02 16:25:00,3,1,2024-11-21 03:16:03.455857000
2024-10-13,9688,1196649668,1,163717,V,0,0,0,11,163717,0,0,52,0,0,184,3,0,16380.00,1901-01-01 00:00:00,999999    ,0,315.00,2024-10-26 19:42:00,3,1,2024-11-21 03:16:03.455857000
2024-10-12,9683,8682559663,1,79975,V,1,0,0,10,931457,0,5,6,0,64,184,3,-1,0.00,1901-01-01 00:00:00,1132210   ,2788,393.00,2024-10-20 16:19:00,2,1,2024-11-21 03:16:03.455857000
2024-10-20,9506,6495659486,1,784885,V,0,0,0,11,784885,0,0,154,0,0,184,3,0,52360.00,1901-01-01 00:00:00,999999    ,0,340.00,2024-11-04 12:31:00,3,1,2024-11-21 03:16:03.455857000
2024-10-27,9689,1363339669,1,5184,V,1,0,0,11,189068,0,2,3,0,63,184,3,-1,0.00,1901-01-01 00:00:00,264572    ,5848,191.00,2024-11-09 16:10:00,3,1,2024-11-21 03:16:03.455857000
2024-10-26,9400,8188429380,1,957089,V,0,0,0,10,957089,0,0,52,0,0,184,3,0,17472.00,1901-01-01 00:00:00,999999    ,0,336.00,2024-11-05 17:54:00,6,1,2024-11-21 03:16:03.455857000
2024-10-20,9445,9336159425,1,79492,V,1,0,0,11,1179118,0,3,4,0,18,184,3,-1,0.00,1901-01-01 00:00:00,89694     ,8484,258.00,2024-11-02 14:18:00,2,1,2024-11-21 03:16:03.455857000
2024-10-12,9623,16916649603,1,1103340,V,0,0,0,11,1103340,0,0,96,0,0,184,3,0,30912.00,1901-01-01 00:00:00,999999    ,0,322.00,2024-10-21 14:33:00,9,1,2024-11-21 03:16:03.455857000
2024-10-23,9498,2182149478,1,279466,V,0,0,0,11,279466,0,0,39,0,0,184,3,0,14118.00,1901-01-01 00:00:00,999999    ,0,362.00,2024-11-05 14:06:00,6,1,2024-11-21 03:16:03.455857000
2024-10-21,4017,10389923997,1,76170,V,1,0,0,12,1059878,0,3,4,0,35,184,3,-1,0.00,1901-01-01 00:00:00,51230     ,1146,286.00,2024-11-03 11:51:00,8,1,2024-11-21 03:16:03.455857000
2024-10-25,4294,540504274,1,8417,V,1,0,0,10,72975,0,3,3,0,5,184,3,0,0.00,1901-01-01 00:00:00,1079303   ,715,208.00,2024-11-03 11:42:00,5,1,2024-11-21 03:16:03.455857000
2024-10-28,3894,9614583874,1,58384,V,1,0,0,11,923115,0,3,3,0,38,184,3,0,0.00,1901-01-01 00:00:00,944373    ,4573,365.00,2024-11-04 19:56:00,4,1,2024-11-21 03:16:03.455857000
2024-10-27,3771,10710213751,1,58993,V,1,0,0,10,864580,0,2,3,0,39,184,3,-1,0.00,1901-01-01 00:00:00,1137736   ,401,277.00,2024-11-09 16:33:00,4,1,2024-11-21 03:16:03.455857000
2024-10-15,4327,17087814307,1,106243,V,1,0,0,10,1060095,0,0,0,0,67,291,3,-1,0.00,1901-01-01 00:00:00,1100331   ,1428,260.00,2024-10-27 00:00:00,3,1,2024-11-21 03:16:03.455857000
2024-10-27,4100,17825564080,1,1647227,V,0,0,0,11,1647227,0,0,78,0,0,184,3,0,52104.00,1901-01-01 00:00:00,999999    ,0,668.00,2024-11-07 19:00:00,7,1,2024-11-21 03:16:03.455857000
2024-10-10,3988,9533583968,1,51319,V,1,0,0,11,868159,0,5,6,0,13,184,3,-1,0.00,1901-01-01 00:00:00,1119003   ,5259,218.00,2024-10-22 19:47:00,2,1,2024-11-21 03:16:03.455857000
2024-10-19,4563,20592354543,1,163246,V,1,0,0,11,1879231,0,4,4,0,6,184,3,0,0.00,1901-01-01 00:00:00,00996505  ,5961,372.00,2024-10-27 15:27:00,1,1,2024-11-21 03:16:03.455857000
2024-10-13,4203,4300704183,1,48690,V,1,0,0,10,541322,0,4,5,0,34,184,3,-1,0.00,1901-01-01 00:00:00,1149232   ,5018,551.00,2024-10-26 14:13:00,1,1,2024-11-21 03:16:03.455857000
2024-10-22,4563,20596594543,1,198918,V,1,0,0,10,1879842,0,3,3,0,4,184,3,0,0.00,1901-01-01 00:00:00,00996506  ,8194,520.00,2024-11-02 13:46:00,8,33,2024-11-21 03:16:03.455857000
2024-10-22,4563,20596594543,1,198918,V,1,0,0,10,1879842,0,3,3,0,4,184,3,0,0.00,1901-01-01 00:00:00,00996506  ,8194,520.00,2024-11-02 13:46:00,8,33,2024-11-21 03:16:03.455857000
2024-10-29,4574,984274554,1,16077,V,1,0,0,10,133590,0,2,2,0,51,184,3,0,0.00,1901-01-01 00:00:00,94757     ,175,224.00,2024-11-08 15:30:00,4,1,2024-11-21 03:16:03.455857000
2024-10-27,4245,3104514225,1,338852,V,1,0,0,10,338852,0,3,5,0,31,184,3,-2,0.00,1901-01-01 00:00:00,51544     ,2293,213.00,2024-11-03 14:24:00,1,1,2024-11-21 03:16:03.455857000
2024-10-26,4470,1201694450,1,26136,V,1,0,0,10,167741,0,3,3,0,54,184,3,0,0.00,1901-01-01 00:00:00,00822304  ,8480,197.00,2024-11-03 11:58:00,9,1,2024-11-21 03:16:03.455857000
2024-10-26,4343,5831714323,1,598048,V,0,0,0,11,598048,0,0,52,0,0,184,3,0,14976.00,1901-01-01 00:00:00,999999    ,0,288.00,2024-11-08 14:49:00,9,1,2024-11-21 03:16:03.455857000
2024-10-09,4096,2327334076,1,289388,V,0,0,0,11,289388,0,0,154,0,0,495,3,0,29876.00,1901-01-01 00:00:00,999999    ,0,194.00,2024-10-22 13:21:00,2,1,2024-11-21 03:16:03.455857000
2024-10-29,4605,13586024585,1,1272192,V,0,0,0,11,1272192,0,0,78,0,0,184,3,0,17238.00,1901-01-01 00:00:00,999999    ,0,221.00,2024-11-11 19:51:00,4,1,2024-11-21 03:16:03.455857000
2024-10-26,3988,9544773968,1,53678,V,1,0,0,11,869770,0,3,3,0,12,184,3,0,0.00,1901-01-01 00:00:00,1106350   ,5097,303.00,2024-11-03 19:05:00,8,1,2024-11-21 03:16:03.455857000
2024-10-27,3912,1827923892,1,255472,V,0,0,0,11,255472,0,0,102,0,0,184,3,0,40902.00,1901-01-01 00:00:00,999999    ,0,401.00,2024-11-03 18:23:00,1,1,2024-11-21 03:16:03.455857000
2024-10-17,4470,1199414450,1,167313,V,0,0,0,11,167313,0,0,102,0,0,184,3,0,32436.00,1901-01-01 00:00:00,999999    ,0,318.00,2024-10-27 20:21:00,9,1,2024-11-21 03:16:03.455857000
2024-10-12,4100,17811574080,1,1645182,V,0,0,0,11,1645182,0,0,115,0,0,184,3,0,21850.00,1901-01-01 00:00:00,999999    ,0,190.00,2024-10-25 15:11:00,2,1,2024-11-21 03:16:03.455857000
2024-10-28,4309,2571524289,1,16956,V,1,0,0,11,303921,0,3,3,0,4,184,3,0,0.00,1901-01-01 00:00:00,1151860   ,1561,230.00,2024-11-04 19:59:00,1,1,2024-11-21 03:16:03.455857000
2024-10-20,4453,6577764433,1,533970,V,0,0,0,11,533970,0,0,0,0,0,291,3,0,33920.00,1901-01-01 00:00:00,999999    ,0,265.00,2024-10-28 17:13:00,7,1,2024-11-21 03:16:03.455857000
2024-10-26,4605,13581844585,1,90655,V,1,0,0,11,1271669,0,3,3,0,13,184,3,0,0.00,1901-01-01 00:00:00,361116    ,539,475.00,2024-11-05 17:24:00,8,1,2024-11-21 03:16:03.455857000
2024-10-17,4327,17089264307,1,106270,V,1,0,0,12,1060322,0,4,5,0,21,184,3,-1,0.00,1901-01-01 00:00:00,1094524   ,123,329.00,2024-10-27 19:46:00,1,1,2024-11-21 03:16:03.455857000
2024-10-25,4469,1852174449,1,43655,V,1,0,0,11,241853,0,3,3,0,81,184,3,0,0.00,1901-01-01 00:00:00,1075603   ,2267,250.00,2024-11-02 21:12:00,5,1,2024-11-21 03:16:03.455857000
2024-10-14,4534,18777334514,1,155897,V,1,0,0,11,1670824,0,4,4,0,57,184,3,0,0.00,1901-01-01 00:00:00,00887807  ,1329,387.00,2024-10-26 16:08:00,5,1,2024-11-21 03:16:03.455857000
2024-10-14,4534,18777334514,1,155897,V,1,0,0,11,1670824,0,4,4,0,57,184,3,0,0.00,1901-01-01 00:00:00,00887807  ,1329,387.00,2024-10-26 16:08:00,5,1,2024-11-21 03:16:03.455857000
2024-10-24,6151,38636096131,1,68238,V,1,0,0,10,422513,0,3,0,0,58,184,1,3,0.00,1901-01-01 00:00:00,00891309  ,228,379.00,2024-11-03 12:47:00,7,1,2024-11-21 03:16:03.455857000
2024-10-25,6207,4875586187,1,90413,V,1,0,0,11,605250,0,3,3,0,23,184,3,0,0.00,1901-01-01 00:00:00,00805211  ,5444,246.00,2024-11-04 13:18:00,7,1,2024-11-21 03:16:03.455857000
2024-10-27,6218,11698506198,1,91271,V,1,0,0,11,1043925,0,3,1,0,55,184,1,2,0.00,1901-01-01 00:00:00,188338    ,517,285.00,2024-11-03 11:45:00,3,1,2024-11-21 03:16:03.455857000
2024-10-28,6186,2006366166,1,24535,V,1,0,0,10,271675,0,2,1,0,31,184,3,1,0.00,1901-01-01 00:00:00,00854604  ,3863,343.00,2024-11-10 13:31:00,9,1,2024-11-21 03:16:03.455857000
2024-10-23,6207,4874026187,1,65687,V,1,0,0,11,604963,0,3,4,0,27,400,3,-1,0.00,1901-01-01 00:00:00,00805205  ,5426,294.00,2024-11-05 13:52:00,1,1,2024-11-21 03:16:03.455857000
2024-10-21,6354,11628316334,1,96067,V,1,0,0,10,1109291,0,3,3,0,61,184,3,0,0.00,1901-01-01 00:00:00,1087854   ,676,301.00,2024-11-03 17:21:00,7,33,2024-11-21 03:16:03.455857000
2024-10-28,6137,3591976117,1,49528,V,1,0,0,11,434267,0,2,3,0,8,184,3,-1,0.00,1901-01-01 00:00:00,1158095   ,3459,200.00,2024-11-09 18:49:00,2,1,2024-11-21 03:16:03.455857000
2024-10-18,6464,12678976444,1,1033442,V,0,0,0,11,1033442,0,0,0,0,0,291,3,0,18504.00,1901-01-01 00:00:00,999999    ,0,257.00,2024-10-30 17:53:00,4,1,2024-11-21 03:16:03.455857000
2024-10-28,6626,13673156606,1,9816,V,1,0,0,11,703995,0,3,3,0,2,184,3,0,0.00,1901-01-01 00:00:00,00996603  ,6653,156.00,2024-11-04 19:40:00,6,1,2024-11-21 03:16:03.455857000
2024-10-29,6189,24974186169,1,1912904,V,0,0,0,10,1912904,0,0,96,0,0,184,3,0,30816.00,1901-01-01 00:00:00,999999    ,0,321.00,2024-11-08 16:10:00,8,1,2024-11-21 03:16:03.455857000
2024-10-20,6582,2504246562,1,36253,V,1,0,0,11,328128,0,0,3,0,83,291,3,0,0.00,1901-01-01 00:00:00,00912233  ,7587,335.00,2024-11-01 00:00:00,9,1,2024-11-21 03:16:03.455857000
2024-10-27,6736,18366926716,1,1625512,V,1,0,0,11,1625512,0,3,4,0,55,184,3,-1,0.00,1901-01-01 00:00:00,346342    ,448,213.00,2024-11-03 15:58:00,6,1,2024-11-21 03:16:03.455857000
2024-10-14,6163,13277416143,1,120473,V,1,0,0,11,1324833,0,4,5,0,46,184,3,-1,0.00,1901-01-01 00:00:00,1061075   ,4347,196.00,2024-10-27 10:27:00,8,1,2024-11-21 03:16:03.455857000
2024-10-12,6464,12675446444,1,90332,V,1,0,0,11,1032878,0,5,5,0,43,184,3,0,0.00,1901-01-01 00:00:00,151173    ,1455,328.00,2024-10-19 20:09:00,3,1,2024-11-21 03:16:03.455857000
2024-10-28,6135,2342176115,1,300527,V,0,0,0,11,300527,0,0,154,0,0,184,3,0,50512.00,1901-01-01 00:00:00,999999    ,0,328.00,2024-11-06 15:46:00,1,1,2024-11-21 03:16:03.455857000
2024-10-26,6401,5461446381,1,665576,V,0,0,0,11,665576,0,0,102,0,0,184,3,0,19890.00,1901-01-01 00:00:00,999999    ,0,195.00,2024-11-04 18:31:00,7,1,2024-11-21 03:16:03.455857000
2024-10-21,6186,2004316166,1,10225,V,1,0,0,11,271342,0,4,4,0,31,184,3,0,0.00,1901-01-01 00:00:00,00854604  ,1313,200.00,2024-10-28 19:48:00,7,1,2024-11-21 03:16:03.455857000
2024-10-25,6133,3940586113,1,64149,V,1,0,0,10,493934,0,3,3,0,68,184,3,0,0.00,1901-01-01 00:00:00,00912220  ,3964,324.00,2024-11-01 11:48:00,4,1,2024-11-21 03:16:03.455857000
2024-10-27,6590,14365546570,1,1411712,V,1,0,0,11,1411712,0,2,3,0,33,184,3,-1,0.00,1901-01-01 00:00:00,00955526  ,8478,216.00,2024-11-08 19:18:00,4,1,2024-11-21 03:16:03.455857000
2024-10-13,6138,6816966118,1,98725,V,1,0,0,10,823576,0,4,5,0,19,184,3,-1,0.00,1901-01-01 00:00:00,937289    ,4131,461.00,2024-10-26 18:28:00,1,1,2024-11-21 03:16:03.455857000
2024-10-20,6228,19400996208,1,1270887,V,0,0,0,11,1270887,0,0,102,0,0,184,3,0,25602.00,1901-01-01 00:00:00,999999    ,0,251.00,2024-11-01 20:47:00,7,1,2024-11-21 03:16:03.455857000
2024-10-19,6140,6659166120,1,13404,V,1,0,0,11,722175,0,4,4,0,33,184,3,0,0.00,1901-01-01 00:00:00,204838    ,1871,796.00,2024-10-26 11:52:00,9,1,2024-11-21 03:16:03.455857000
2024-10-13,6749,18324206729,1,103451,V,1,0,0,11,1225914,0,4,4,0,36,184,1,0,0.00,1901-01-01 00:00:00,1115012   ,6522,185.00,2024-10-26 11:44:00,8,1,2024-11-21 03:16:03.455857000
2024-10-26,6700,16519006680,1,149718,V,1,0,0,12,1809904,0,3,2,0,68,184,3,1,0.00,1901-01-01 00:00:00,00824306  ,9568,254.00,2024-11-04 12:38:00,1,1,2024-11-21 03:16:03.455857000
2024-10-30,6287,2329626267,1,43342,V,1,0,0,11,302991,0,2,2,0,9,184,3,0,0.00,1901-01-01 00:00:00,00996308  ,2431,230.00,2024-11-09 18:43:00,4,1,2024-11-21 03:16:03.455857000
2024-10-10,6438,2806646418,1,32894,V,1,0,0,10,304847,0,5,5,0,3,184,3,0,0.00,1901-01-01 00:00:00,1136223   ,2391,327.00,2024-10-23 14:13:00,2,1,2024-11-21 03:16:03.455857000
2024-10-13,6221,778936201,1,112982,V,1,0,0,10,112982,0,5,5,0,3,184,3,0,0.00,1901-01-01 00:00:00,00973405  ,3724,322.00,2024-10-20 19:00:00,8,1,2024-11-21 03:16:03.455857000
2024-10-27,6205,10023406185,1,89658,V,1,0,0,11,964804,0,3,3,0,120,184,3,0,0.00,1901-01-01 00:00:00,985105    ,3151,256.00,2024-11-03 13:58:00,6,1,2024-11-21 03:16:03.455857000
2024-10-27,6590,14365046570,1,174079,V,1,0,0,11,1411624,0,3,2,0,56,184,3,1,0.00,1901-01-01 00:00:00,00912230  ,3896,286.00,2024-11-03 13:56:00,4,1,2024-11-21 03:16:03.455857000
2024-10-27,6325,32567976305,1,124582,V,1,0,0,12,2512857,0,3,4,0,23,184,3,-1,0.00,1901-01-01 00:00:00,1150179   ,1474,215.00,2024-11-03 14:25:00,8,1,2024-11-21 03:16:03.455857000
2024-10-17,6151,38632776131,1,68154,V,1,0,0,12,421772,0,4,4,0,30,184,3,0,0.00,1901-01-01 00:00:00,00967108  ,7594,421.00,2024-10-28 12:49:00,7,1,2024-11-21 03:16:03.455857000
2024-10-28,6256,2296436236,1,262982,V,0,0,0,11,262982,0,0,48,0,0,184,3,0,16656.00,1901-01-01 00:00:00,999999    ,0,347.00,2024-11-08 17:10:00,3,1,2024-11-21 03:16:03.455857000
2024-10-27,855,1432251835,1,1493546,V,0,0,0,11,1493546,0,0,154,0,0,184,3,0,30800.00,1901-01-01 00:00:00,999999    ,0,200.00,2024-11-07 13:46:00,2,1,2024-11-21 03:16:03.455857000
2024-10-26,855,1432164835,1,1493419,V,0,0,0,11,1493419,0,0,154,0,0,184,3,0,30338.00,1901-01-01 00:00:00,999999    ,0,197.00,2024-11-03 17:59:00,8,1,2024-11-21 03:16:03.455857000
2024-10-26,826,1295943806,1,581351,V,0,0,0,11,581351,0,0,154,0,0,184,3,0,28952.00,1901-01-01 00:00:00,999999    ,0,188.00,2024-11-02 20:56:00,8,1,2024-11-21 03:16:03.455857000
2024-10-15,9902,766959882,1,106839,V,0,0,0,11,106839,0,0,0,0,0,291,3,0,27648.00,1901-01-01 00:00:00,999999    ,0,216.00,2024-10-22 12:37:00,2,1,2024-11-21 03:16:03.455857000
2024-10-26,10000,2793999980,1,43415,V,1,0,0,11,321097,0,3,4,0,70,184,3,-1,0.00,1901-01-01 00:00:00,00928406  ,8252,187.00,2024-11-02 20:22:00,2,1,2024-11-21 03:16:03.455857000
2024-10-16,1359,13937031339,1,56694,V,1,0,0,11,493090,0,4,5,0,23,184,3,-1,0.00,1901-01-01 00:00:00,00992100  ,1786,125.00,2024-10-26 19:49:00,1,1,2024-11-21 03:16:03.455857000
2024-10-25,10013,902689993,1,111998,V,0,0,0,11,111998,0,0,102,0,0,184,3,0,19890.00,1901-01-01 00:00:00,999999    ,0,195.00,2024-11-04 12:49:00,8,1,2024-11-21 03:16:03.455857000
2024-10-25,9803,1236219783,1,159256,V,0,0,0,11,159256,0,0,154,0,0,184,3,0,24948.00,1901-01-01 00:00:00,999999    ,0,162.00,2024-11-07 16:08:00,2,1,2024-11-21 03:16:03.455857000
2024-10-25,9771,1152229751,1,17867,V,1,0,0,11,169709,0,3,2,0,21,184,3,1,0.00,1901-01-01 00:00:00,00969405  ,2947,169.00,2024-11-02 19:37:00,4,1,2024-11-21 03:16:03.455857000
2024-10-12,6257,15815926237,1,174489,V,0,0,0,11,1621208,0,0,154,0,11,184,3,0,0.00,1901-01-01 00:00:00,00956402  ,7143,244.00,2024-10-23 15:11:00,3,1,2024-11-21 03:16:03.455857000
2024-10-12,6590,14351886570,1,142742,V,1,0,0,11,1409201,0,4,5,0,60,400,3,-1,0.00,1901-01-01 00:00:00,00926722  ,7196,214.00,2024-10-24 18:40:00,1,1,2024-11-21 03:16:03.455857000
2024-10-13,6257,15816676237,1,179822,V,1,0,0,12,1621358,0,4,4,0,70,184,3,0,0.00,1901-01-01 00:00:00,00919503  ,9756,284.00,2024-10-24 12:33:00,9,1,2024-11-21 03:16:03.455857000
2024-10-11,6163,13275326143,1,122536,V,1,0,0,11,1324453,0,5,5,0,55,184,3,0,0.00,1901-01-01 00:00:00,319257    ,1122,299.00,2024-10-20 19:07:00,5,1,2024-11-21 03:16:03.455857000
2024-10-14,6590,14353806570,1,1409562,V,0,0,0,10,1409562,0,0,78,0,0,184,3,0,18408.00,1901-01-01 00:00:00,999999    ,0,236.00,2024-10-27 17:19:00,9,1,2024-11-21 03:16:03.455857000
2024-10-11,6700,16497836680,1,1807020,V,0,0,0,11,1807020,0,0,102,0,0,184,3,0,22338.00,1901-01-01 00:00:00,999999    ,0,219.00,2024-10-22 12:37:00,7,1,2024-11-21 03:16:03.455857000
2024-10-12,6582,2499726562,1,32855,V,1,0,0,11,327320,0,5,5,0,78,184,3,0,0.00,1901-01-01 00:00:00,00912236  ,7673,198.00,2024-10-21 17:45:00,1,1,2024-11-21 03:16:03.455857000
2024-10-14,6189,24955776169,1,196915,V,1,0,0,11,1909744,0,0,5,0,51,291,3,0,0.00,1901-01-01 00:00:00,1012892   ,657,260.00,2024-10-22 00:00:00,5,1,2024-11-21 03:16:03.455857000
2024-10-14,6189,24955786169,1,196915,V,1,0,0,11,1909747,0,5,4,0,51,184,3,1,0.00,1901-01-01 00:00:00,1012892   ,657,235.00,2024-10-22 14:25:00,5,1,2024-11-21 03:16:03.455857000
2024-10-11,6736,18344276716,1,99737,V,1,0,0,11,1622373,0,4,5,0,44,184,3,-1,0.00,1901-01-01 00:00:00,1065630   ,1450,198.00,2024-10-24 12:12:00,7,1,2024-11-21 03:16:03.455857000
2024-10-27,3182,14843073162,1,1193644,V,1,0,0,11,1193644,0,3,3,0,4,184,3,0,0.00,1901-01-01 00:00:00,00928304  ,3399,351.00,2024-11-03 14:30:00,3,1,2024-11-21 03:16:03.455857000
2024-10-26,3313,2772893293,1,40724,V,1,0,0,11,322752,0,3,2,0,63,184,3,1,0.00,1901-01-01 00:00:00,58395     ,2524,259.00,2024-11-02 17:59:00,6,1,2024-11-21 03:16:03.455857000
2024-10-29,3163,1846243143,1,49055,V,1,0,0,12,221610,0,2,2,0,14,184,3,0,0.00,1901-01-01 00:00:00,80353     ,840,198.00,2024-11-09 12:41:00,1,1,2024-11-21 03:16:03.455857000
2024-10-30,2809,923932789,1,5941,V,1,0,0,11,119875,0,2,3,0,48,184,3,-1,0.00,1901-01-01 00:00:00,1148330   ,2706,230.00,2024-11-07 20:58:00,1,1,2024-11-21 03:16:03.455857000
2024-10-28,3311,254493291,1,38631,V,0,0,0,12,38631,0,0,102,0,0,184,3,0,25296.00,1901-01-01 00:00:00,999999    ,0,248.00,2024-11-10 15:59:00,6,1,2024-11-21 03:16:03.455857000
2024-10-27,2921,17695372901,1,151475,V,1,0,0,10,1475145,0,3,4,0,53,184,3,-1,0.00,1901-01-01 00:00:00,1057132   ,1296,570.00,2024-11-03 16:50:00,8,1,2024-11-21 03:16:03.455857000
2024-10-18,3441,18145143421,1,1351594,V,0,0,0,11,1351594,0,0,154,0,0,400,3,0,60522.00,1901-01-01 00:00:00,999999    ,0,393.00,2024-10-29 16:55:00,1,1,2024-11-21 03:16:03.455857000
2024-10-24,3069,15878563049,1,1232453,V,1,0,0,11,1232453,0,3,1,0,24,184,1,2,0.00,1901-01-01 00:00:00,318780    ,212,273.00,2024-11-01 15:26:00,9,1,2024-11-21 03:16:03.455857000
2024-10-27,3360,14316573340,1,121535,V,1,0,0,10,1277082,0,3,2,0,28,184,1,1,0.00,1901-01-01 00:00:00,1140703   ,2701,213.00,2024-11-03 16:14:00,1,1,2024-11-21 03:16:03.455857000
2024-10-25,3360,14315063340,1,1276868,V,0,0,0,11,1276868,0,0,96,0,0,184,3,0,20544.00,1901-01-01 00:00:00,999999    ,0,214.00,2024-11-03 20:14:00,1,1,2024-11-21 03:16:03.455857000
2024-10-26,2801,5898172781,1,553884,V,0,0,0,11,553884,0,0,154,0,0,184,3,0,45276.00,1901-01-01 00:00:00,999999    ,0,294.00,2024-11-02 16:19:00,3,1,2024-11-21 03:16:03.455857000
2024-10-26,3085,20953233065,1,1861052,V,0,0,0,11,1861052,0,0,154,0,0,184,3,0,29876.00,1901-01-01 00:00:00,999999    ,0,194.00,2024-11-04 10:52:00,6,1,2024-11-21 03:16:03.455857000
2024-10-20,3645,15613173625,1,120582,V,1,0,0,10,1169229,0,4,4,0,99,184,3,0,0.00,1901-01-01 00:00:00,00922907  ,7957,384.00,2024-10-27 20:55:00,5,1,2024-11-21 03:16:03.455857000
2024-10-20,3645,15613173625,1,120582,V,1,0,0,10,1169229,0,4,4,0,99,184,3,0,0.00,1901-01-01 00:00:00,00922907  ,7957,384.00,2024-10-27 20:55:00,5,1,2024-11-21 03:16:03.455857000
2024-10-30,2976,12545992956,1,107774,V,1,0,0,10,1052656,0,2,2,0,41,184,3,0,0.00,1901-01-01 00:00:00,327680    ,3481,248.00,2024-11-08 11:11:00,5,1,2024-11-21 03:16:03.455857000
2024-10-19,3629,11690683609,1,885503,V,0,0,0,10,885503,0,0,102,0,0,184,3,0,26010.00,1901-01-01 00:00:00,999999    ,0,255.00,2024-10-26 18:07:00,9,1,2024-11-21 03:16:03.455857000
2024-10-11,9755,2119129735,1,31038,V,1,0,0,10,272014,0,0,0,0,89,291,3,-1,0.00,1901-01-01 00:00:00,302326    ,5795,482.00,2024-10-19 00:00:00,1,1,2024-11-21 03:16:03.455857000
2024-10-11,9755,2119129735,1,31038,V,1,0,0,10,272014,0,0,0,0,89,291,3,-1,0.00,1901-01-01 00:00:00,302326    ,5795,482.00,2024-10-19 00:00:00,1,1,2024-11-21 03:16:03.455857000
2024-10-27,3483,20518093463,1,177263,V,1,0,0,12,1810127,0,3,3,0,23,184,3,0,0.00,1901-01-01 00:00:00,1050603   ,8503,338.00,2024-11-03 19:57:00,1,1,2024-11-21 03:16:03.455857000
2024-10-22,2788,1070152768,1,140957,V,0,0,0,11,140957,0,0,72,0,0,184,3,0,14184.00,1901-01-01 00:00:00,999999    ,0,197.00,2024-11-10 18:56:00,7,1,2024-11-21 03:16:03.455857000
2024-10-28,3305,12521023285,1,117523,V,1,0,0,10,1021337,0,2,3,0,33,184,3,-1,0.00,1901-01-01 00:00:00,1139183   ,2759,243.00,2024-11-08 14:48:00,8,1,2024-11-21 03:16:03.455857000
2024-10-21,3632,18801193612,1,188155,V,1,0,0,10,1746724,0,3,4,0,48,184,3,-1,0.00,1901-01-01 00:00:00,00922503  ,335,555.00,2024-10-31 16:07:00,1,1,2024-11-21 03:16:03.455857000
2024-10-13,10014,849259994,1,12353,V,1,0,0,11,116751,0,5,5,0,9,184,3,0,0.00,1901-01-01 00:00:00,789505    ,5004,138.00,2024-10-22 13:23:00,6,1,2024-11-21 03:16:03.455857000
2024-10-22,2989,19364662969,1,24383,V,1,0,0,11,1240634,0,3,4,0,39,184,3,-1,0.00,1901-01-01 00:00:00,349237    ,1437,202.00,2024-11-03 18:33:00,7,1,2024-11-21 03:16:03.455857000
