vta_can,id_tip_car,cve_art,imp_sob,man_vta,dig_over,or_vta,stat_per_vta,ges_vta,cla_vta,din_ipe,gci_oid,fec_arb,mto_vta,imp_doc,fec_ibo,vta_clas,stat_car_vta,ser_id_car,pag_car,pag_car_tx,rut_abt,nov_abt,fid_dpt,fec_ctd,man_abt,man_otor_vta
209505,9167,31059608,9036.00,352.00,6,23433934857,1,0,1,2024-11-04 12:16:00,1,2024-11-21 03:16:03.455857000,34272.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,352.00,0,0,0,2024-11-19 00:48:00,1,35552.00
108003,8384,31059608,10896.00,173.00,4,23429674857,1,0,0,2024-11-06 16:38:00,1,2024-11-21 03:16:03.455857000,19895.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,519.00,0,0,0,2024-11-20 00:50:00,3,19376.00
20655,8418,31060787,9509.00,301.00,9,1287904754,1,0,0,2024-10-27 00:00:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,301.00,0,0,0,2024-11-20 00:00:00,1,28595.00
59343,9911,31060794,16835.00,286.00,9,8097764747,1,0,0,2024-11-04 12:47:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,858.00,0,0,0,2024-11-19 00:23:00,3,43186.00
207837,8385,31060787,9019.00,212.00,3,23412604857,1,0,0,2024-10-20 18:31:00,1,2024-11-21 03:16:03.455857000,18518.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1060.00,0,0,0,2024-11-18 00:53:00,5,19292.00
38400,8359,31060794,7277.00,376.00,6,2223494772,1,0,0,2024-11-04 21:03:00,1,2024-11-21 03:16:03.455857000,16776.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1128.00,0,0,0,2024-11-19 00:18:00,3,25944.00
749178,4000,31059608,11269.00,184.00,4,6299825002,1,0,0,2024-11-03 19:23:00,1,2024-11-21 03:16:03.455857000,19268.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,18768.00,0,0,0,2024-10-22 19:23:00,102,0.00
148945,9167,31060787,14181.00,245.00,2,23411284857,1,0,0,2024-10-20 00:00:00,1,2024-11-21 03:16:03.455857000,23680.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1225.00,0,0,0,2024-11-20 00:00:00,5,30135.00
102095,9936,31059608,8317.00,203.00,3,11168184899,1,0,0,2024-11-08 16:02:00,1,2024-11-21 03:16:03.455857000,16416.00,1900.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,406.00,0,0,0,2024-11-16 00:29:00,2,19082.00
209393,9167,31059608,11449.00,252.00,1,23434194857,1,0,0,2024-11-10 14:30:00,1,2024-11-21 03:16:03.455857000,20448.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,504.00,0,0,0,2024-11-18 00:51:00,2,23688.00
131257,9588,31060787,9509.00,228.00,5,16076564941,1,0,0,2024-11-10 00:00:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,684.00,0,0,0,2024-11-20 00:00:00,3,21204.00
952411,4000,31061673,9353.00,555.00,7,14700354954,1,0,0,2024-11-11 19:56:00,1,2024-11-21 03:16:03.455857000,26352.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,26640.00,0,0,0,2024-10-28 19:56:00,48,0.00
20722,8418,31059608,9973.00,212.00,5,1291474754,1,0,0,2024-11-03 17:35:00,1,2024-11-21 03:16:03.455857000,18972.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,636.00,0,0,0,2024-11-18 00:17:00,3,20988.00
114020,8284,31059608,8953.00,325.00,7,11622504938,1,0,0,2024-11-02 00:00:00,1,2024-11-21 03:16:03.455857000,17952.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,975.00,0,0,0,2024-11-20 00:00:00,3,30225.00
67384,9761,31059608,9337.00,217.00,8,13096644802,1,0,0,2024-11-08 12:46:00,1,2024-11-21 03:16:03.455857000,18336.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,434.00,0,0,0,2024-11-15 00:29:00,2,20398.00
1087778,4000,31059608,14485.00,214.00,9,12541654873,1,0,0,2024-11-10 10:24:00,1,2024-11-21 03:16:03.455857000,23484.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,32956.00,0,0,0,2024-10-28 10:25:00,154,0.00
141974,9195,31060794,8207.00,454.00,2,16064834941,1,0,0,2024-10-24 16:50:00,1,2024-11-21 03:16:03.455857000,17706.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1816.00,0,0,0,2024-11-15 00:36:00,4,33596.00
141974,9195,31060787,8207.00,454.00,2,16064834941,1,0,0,2024-10-24 16:50:00,1,2024-11-21 03:16:03.455857000,17706.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1816.00,0,0,0,2024-11-15 00:36:00,4,33596.00
848597,4000,31059608,9337.00,280.00,5,11972344695,1,0,0,2024-11-04 19:32:00,1,2024-11-21 03:16:03.455857000,18336.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,26880.00,0,0,0,2024-10-27 19:32:00,96,0.00
312614,4000,31060794,9701.00,239.00,1,2220044772,1,0,0,2024-10-30 21:07:00,1,2024-11-21 03:16:03.455857000,19200.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,22944.00,0,0,0,2024-10-14 21:07:00,96,0.00
109923,9588,31059608,15949.00,162.00,2,16077484941,1,0,0,2024-11-09 17:28:00,1,2024-11-21 03:16:03.455857000,24948.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,324.00,0,0,0,2024-11-18 00:38:00,2,24624.00
960980,4000,31060787,11813.00,310.00,7,11154034899,1,0,0,2024-10-21 20:18:00,1,2024-11-21 03:16:03.455857000,21312.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,29760.00,0,0,0,2024-10-12 20:18:00,96,0.00
3387,8942,31060794,10414.00,417.00,1,99644966,1,0,0,2024-10-26 16:48:00,1,2024-11-21 03:16:03.455857000,19913.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1668.00,0,0,0,2024-11-17 00:15:00,4,40866.00
3387,8942,31060787,9272.00,417.00,1,99644966,1,0,0,2024-10-26 16:48:00,1,2024-11-21 03:16:03.455857000,17771.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1668.00,0,0,0,2024-11-17 00:15:00,4,40866.00
1481098,9917,31060794,10595.00,355.00,5,16076144941,1,0,0,2024-11-10 15:20:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1065.00,0,0,0,2024-11-17 00:37:00,3,35145.00
1481098,9917,31060787,8516.00,355.00,5,16076144941,1,0,0,2024-11-10 15:20:00,1,2024-11-21 03:16:03.455857000,16116.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1065.00,0,0,0,2024-11-17 00:37:00,3,35145.00
40918,8890,31060787,9509.00,370.00,8,1780674614,1,0,0,2024-11-01 13:47:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1851.00,0,0,0,2024-11-15 00:21:00,5,33669.00
1622370,4000,31059608,10393.00,202.00,6,18100685021,1,0,0,2024-11-03 14:45:00,1,2024-11-21 03:16:03.455857000,19392.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,19392.00,0,0,0,2024-10-26 14:46:00,96,0.00
105730,9961,31059608,9036.00,370.00,8,7804004637,1,0,0,2024-11-10 18:37:00,1,2024-11-21 03:16:03.455857000,34272.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1114.00,0,0,0,2024-11-18 00:33:00,3,36626.00
65592,8284,31059608,5405.00,392.00,2,9208634679,1,0,0,2024-11-02 16:29:00,1,2024-11-21 03:16:03.455857000,14404.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1176.00,0,0,0,2024-11-16 00:35:00,3,19208.00
59395,8882,31059608,6676.00,238.00,2,7800484637,1,0,0,2024-11-04 10:26:00,1,2024-11-21 03:16:03.455857000,11176.00,5499.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,714.00,0,0,0,2024-11-19 00:30:00,3,35938.00
15674,4000,31060787,9701.00,260.00,8,97314966,1,0,0,2024-10-21 17:46:00,1,2024-11-21 03:16:03.455857000,19200.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,0.00,0,0,0,2024-10-09 17:46:00,0,0.00
63065,8281,31060794,9029.00,397.00,8,9501374912,1,0,0,2024-11-03 13:15:00,1,2024-11-21 03:16:03.455857000,18528.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1194.00,0,0,0,2024-11-17 00:28:00,3,36918.00
63065,8281,31060787,7184.00,397.00,8,9501374912,1,0,0,2024-11-03 13:15:00,1,2024-11-21 03:16:03.455857000,14784.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1194.00,0,0,0,2024-11-17 00:28:00,3,36918.00
178297,9811,31060794,14597.00,590.00,4,23434354857,1,0,0,2024-11-09 15:56:00,1,2024-11-21 03:16:03.455857000,23146.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1180.00,0,0,0,2024-11-16 00:51:00,2,82600.00
38541,8359,31060787,16835.00,344.00,2,2220954772,1,0,0,2024-10-31 12:28:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1376.00,0,0,0,2024-11-15 00:18:00,4,51600.00
7103,8359,31060794,5995.00,443.00,7,2221154772,1,0,0,2024-10-28 19:33:00,1,2024-11-21 03:16:03.455857000,14544.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2215.00,0,0,0,2024-11-19 00:18:00,5,29683.00
7103,8359,31060787,5311.00,443.00,7,2221154772,1,0,0,2024-10-28 19:33:00,1,2024-11-21 03:16:03.455857000,12960.00,1850.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2215.00,0,0,0,2024-11-19 00:18:00,5,29683.00
58420,9154,31059608,7615.00,221.00,3,7444174721,1,0,0,2024-11-09 16:27:00,1,2024-11-21 03:16:03.455857000,16614.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,884.00,0,0,0,2024-11-18 00:22:00,4,16354.00
25511,8359,31060787,2997.00,220.00,3,2220404772,1,0,0,2024-10-27 12:53:00,1,2024-11-21 03:16:03.455857000,12496.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1100.00,0,0,0,2024-11-20 09:51:00,5,9460.00
80005,8155,31059608,8761.00,225.00,3,8063212230,1,0,0,2024-11-03 14:27:00,1,2024-11-21 03:16:03.455857000,17760.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,675.00,0,0,0,2024-11-18 00:43:00,3,20925.00
126836,4000,31059608,8083.00,219.00,3,1034119744,1,0,0,2024-11-10 15:25:00,1,2024-11-21 03:16:03.455857000,17082.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,17082.00,0,0,0,2024-10-29 15:26:00,78,0.00
105042,8037,31060794,10595.00,386.00,7,9000332244,1,0,0,2024-10-22 21:21:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1930.00,0,0,0,2024-11-20 00:25:00,5,37442.00
167433,9751,31060787,7133.00,321.00,2,23501372451,1,0,0,2024-10-27 15:54:00,1,2024-11-21 03:16:03.455857000,16632.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,11.00,1284.00,0,0,0,2024-11-18 00:34:00,4,21828.00
102780,8037,31060787,9509.00,258.00,9,9008182244,1,0,0,2024-11-08 00:00:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,516.00,0,0,0,2024-11-20 00:00:00,2,24252.00
117394,4000,31059608,14277.00,144.00,4,853219994,1,0,0,2024-11-08 18:09:00,1,2024-11-21 03:16:03.455857000,22276.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,22176.00,0,0,0,2024-10-22 18:10:00,154,0.00
278960,4000,31060794,16345.00,241.00,7,2175349803,1,0,0,2024-11-03 14:28:00,1,2024-11-21 03:16:03.455857000,25844.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,34222.00,0,0,0,2024-10-22 14:29:00,142,0.00
66966,9172,31059608,4969.00,336.00,3,5674672183,1,0,0,2024-11-02 20:19:00,1,2024-11-21 03:16:03.455857000,13968.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1254.00,0,0,0,2024-11-17 00:33:00,3,14874.00
88804,9173,31060787,9509.00,235.00,1,5975012182,1,0,0,2024-11-03 15:56:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,705.00,0,0,0,2024-11-18 00:25:00,3,21855.00
75370,8894,31060794,11714.00,312.00,7,5274462071,1,0,0,2024-10-25 18:46:00,1,2024-11-21 03:16:03.455857000,21213.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1248.00,0,0,0,2024-11-17 00:27:00,4,28704.00
77523,9634,31060787,8969.00,276.00,4,5367172154,1,0,0,2024-10-21 00:00:00,51,2024-11-21 03:16:03.455857000,18468.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,552.00,0,0,0,2024-11-20 00:00:00,2,25944.00
118955,8717,31060794,9509.00,452.00,4,8035722137,1,0,0,2024-10-20 14:53:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2270.00,0,0,0,2024-11-17 00:29:00,5,41122.00
118955,8717,31060787,9509.00,452.00,4,8035722137,1,0,0,2024-10-20 14:53:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2270.00,0,0,0,2024-11-17 00:29:00,5,41122.00
33105,9813,31059608,9648.00,302.00,7,2827982055,1,0,0,2024-11-04 21:31:00,1,2024-11-21 03:16:03.455857000,16128.00,3519.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,906.00,0,0,0,2024-11-19 00:18:00,3,37750.00
367859,4000,31060787,4165.00,330.00,9,2918172070,1,0,0,2024-10-27 11:59:00,1,2024-11-21 03:16:03.455857000,12714.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,12870.00,0,0,0,2024-10-20 11:59:00,39,0.00
41746,9813,31060787,9444.00,387.00,4,2823822055,1,0,0,2024-10-20 00:00:00,1,2024-11-21 03:16:03.455857000,18943.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2322.00,0,0,0,2024-11-20 00:00:00,6,34830.00
129725,9273,31060794,10595.00,284.00,3,6991462063,1,0,0,2024-11-03 18:45:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1136.00,0,0,0,2024-11-18 00:33:00,4,27832.00
56019,9948,31060794,10949.00,242.00,5,5279652071,1,0,0,2024-10-26 00:00:00,1,2024-11-21 03:16:03.455857000,20448.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,968.00,0,0,0,2024-11-20 00:00:00,4,22264.00
1167876,4000,31061673,6089.00,888.00,7,9705102124,1,0,0,2024-11-02 18:55:00,1,2024-11-21 03:16:03.455857000,23088.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,23088.00,0,0,0,2024-10-22 18:55:00,26,0.00
307914,4000,31059608,11969.00,156.00,1,2353122102,1,0,0,2024-10-20 09:37:00,1,2024-11-21 03:16:03.455857000,19968.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,19968.00,0,0,0,2024-10-12 09:38:00,128,0.00
450707,4000,31060787,7133.00,505.00,7,3668422155,1,0,0,2024-10-21 18:12:00,1,2024-11-21 03:16:03.455857000,16632.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,36360.00,0,0,0,2024-10-14 18:12:00,72,0.00
18175,9640,31060787,9701.00,245.00,8,4029422130,1,0,0,2024-11-03 18:25:00,1,2024-11-21 03:16:03.455857000,19200.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,980.00,0,0,0,2024-11-18 00:23:00,4,22540.00
83989,9578,31060787,12871.00,211.00,2,4326292144,1,0,0,2024-11-03 20:52:00,1,2024-11-21 03:16:03.455857000,22370.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,633.00,0,0,0,2024-11-18 02:39:00,3,20889.00
1016564,4000,31060794,8933.00,268.00,6,8497872023,1,0,0,2024-10-23 12:50:00,1,2024-11-21 03:16:03.455857000,18432.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,25728.00,0,0,0,2024-10-13 12:50:00,96,0.00
101585,4000,31060794,5477.00,546.00,9,762219981,1,0,0,2024-11-10 14:27:00,1,2024-11-21 03:16:03.455857000,14976.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,26208.00,0,0,0,2024-10-30 14:27:00,48,0.00
101585,4000,31060787,3904.00,546.00,9,762219981,1,0,0,2024-11-10 14:27:00,1,2024-11-21 03:16:03.455857000,10704.00,2699.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,26208.00,0,0,0,2024-10-30 14:27:00,48,0.00
63076,9819,31059608,3133.00,432.00,1,6733301085,1,0,0,2024-11-09 13:32:00,1,2024-11-21 03:16:03.455857000,11232.00,1900.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,864.00,0,0,0,2024-11-18 00:26:00,2,10368.00
105474,9238,31059608,9973.00,190.00,4,12370191119,1,0,0,2024-11-02 11:35:00,1,2024-11-21 03:16:03.455857000,18972.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,760.00,0,0,0,2024-11-17 00:26:00,4,18620.00
93249,8818,31060794,5529.00,348.00,3,8005871079,1,0,0,2024-11-01 17:33:00,1,2024-11-21 03:16:03.455857000,15028.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1393.00,0,0,0,2024-11-17 00:27:00,4,16703.00
174439,9660,31059608,14431.00,165.00,1,687360611245,1,0,0,2024-11-04 20:00:00,1,2024-11-21 03:16:03.455857000,23430.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,495.00,0,0,0,2024-11-19 00:39:00,3,22935.00
55674,8506,31060794,10595.00,233.00,1,9878512222,1,0,0,2024-11-09 12:14:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,466.00,0,0,0,2024-11-17 00:29:00,2,23300.00
1451855,4000,31059608,12205.00,203.00,8,18366212299,1,0,0,2024-10-27 11:06:00,1,2024-11-21 03:16:03.455857000,19404.00,2800.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,31262.00,0,0,0,2024-10-20 11:06:00,154,0.00
99708,9926,31060794,16835.00,228.00,8,9009762244,1,0,0,2024-11-09 12:46:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,684.00,0,0,0,2024-11-17 00:26:00,3,34428.00
130007,9919,31059608,11399.00,199.00,3,17629132286,1,0,0,2024-11-09 12:41:00,1,2024-11-21 03:16:03.455857000,20398.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,400.00,0,0,0,2024-11-17 00:35:00,2,19898.00
1145494,4000,31059608,6185.00,197.00,5,14285572338,1,0,0,2024-10-23 20:42:00,1,2024-11-21 03:16:03.455857000,14184.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,14184.00,0,0,0,2024-10-10 20:43:00,72,0.00
135452,9227,31060794,13061.00,470.00,5,16665492325,1,0,0,2024-10-25 19:01:00,1,2024-11-21 03:16:03.455857000,22560.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,45120.00,0,0,0,2024-11-15 15:31:00,96,0.00
135452,9227,31060787,13061.00,470.00,5,16665492325,1,0,0,2024-10-25 19:01:00,1,2024-11-21 03:16:03.455857000,22560.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,45120.00,0,0,0,2024-11-15 15:31:00,96,0.00
68967,8413,31059608,14381.00,168.00,1,7617672179,1,0,0,2024-11-09 18:43:00,1,2024-11-21 03:16:03.455857000,23380.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,504.00,0,0,0,2024-11-17 00:30:00,3,25368.00
157192,8251,31060794,10805.00,188.00,3,17619932286,1,0,0,2024-10-27 17:24:00,1,2024-11-21 03:16:03.455857000,20304.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,752.00,0,0,0,2024-11-19 00:35:00,4,19552.00
62790,9313,31059608,5249.00,274.00,5,5203732214,1,0,0,2024-11-02 10:32:00,1,2024-11-21 03:16:03.455857000,14248.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1402.00,0,0,0,2024-11-18 02:34:00,5,12846.00
8028,9172,31060794,3553.00,502.00,3,5666822183,1,0,0,2024-10-29 19:35:00,1,2024-11-21 03:16:03.455857000,13052.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2510.00,0,0,0,2024-11-19 00:28:00,5,10542.00
140493,9089,31060787,9509.00,198.00,1,16665702325,1,0,0,2024-10-27 21:25:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,792.00,0,0,0,2024-11-17 00:37:00,4,18216.00
122846,8351,31060787,12827.00,199.00,6,18658162503,1,0,0,2024-10-25 14:31:00,1,2024-11-21 03:16:03.455857000,21376.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,796.00,0,0,0,2024-11-17 00:25:00,4,24676.00
802161,4000,31060787,10595.00,373.00,2,9937742396,1,0,0,2024-10-21 16:51:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,38046.00,0,0,0,2024-10-12 16:51:00,102,0.00
82802,8116,31060794,7133.00,231.00,4,6355362200,1,0,0,2024-10-27 19:51:00,1,2024-11-21 03:16:03.455857000,16632.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,925.00,0,0,0,2024-11-18 00:26:00,4,15707.00
90404,9730,31059608,2412.00,510.00,3,9105182082,1,0,0,2024-11-03 14:48:00,1,2024-11-21 03:16:03.455857000,6912.00,5499.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1530.00,0,0,0,2024-11-18 00:26:00,3,22950.00
679821,4000,31059608,10224.00,347.00,2,5664282183,1,0,0,2024-10-20 13:38:00,1,2024-11-21 03:16:03.455857000,17024.00,3199.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,0.00,0,0,0,2024-10-13 13:38:00,0,0.00
47828,9639,31060787,11669.00,282.00,6,6621282142,1,0,0,2024-11-08 21:01:00,1,2024-11-21 03:16:03.455857000,21168.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,564.00,0,0,0,2024-11-16 00:23:00,2,29892.00
66387,9569,31060794,16835.00,181.00,5,5946502054,1,0,0,2024-10-20 16:14:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,905.00,0,0,0,2024-11-18 00:25:00,5,26969.00
799918,4000,31060794,13145.00,222.00,5,6622082142,1,0,0,2024-11-12 17:38:00,1,2024-11-21 03:16:03.455857000,22644.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,22644.00,0,0,0,2024-10-28 17:38:00,102,0.00
74704,9640,31060794,9424.00,441.00,2,4031172130,1,0,0,2024-11-01 00:00:00,1,2024-11-21 03:16:03.455857000,18923.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1323.00,0,0,0,2024-11-20 00:00:00,3,41013.00
12923,9617,31059608,13283.00,337.00,7,1287442174,1,4,0,2024-10-19 18:59:00,1,2024-11-21 03:16:03.455857000,20482.00,2800.00,2024-11-21 04:08:10.371061000,V,      ,0,11.00,1685.00,0,0,0,2024-11-16 00:16:00,5,50213.00
1017714,4000,31059608,3924.00,323.00,1,8504952023,1,0,0,2024-11-07 12:57:00,1,2024-11-21 03:16:03.455857000,8424.00,5499.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,25194.00,0,0,0,2024-10-24 12:58:00,78,0.00
690408,8885,31060794,10595.00,197.00,1,5357392093,1,0,0,2024-10-21 20:01:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1066.00,0,0,0,2024-11-19 00:26:00,5,19028.00
123412,8037,31060794,10506.50,679.00,9,19761762024,1,0,0,2024-11-10 19:48:00,1,2024-11-21 03:16:03.455857000,40011.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1358.00,0,0,0,2024-11-18 00:32:00,2,67900.00
123412,8037,31060787,6247.00,679.00,9,19761762024,1,0,0,2024-11-10 19:48:00,1,2024-11-21 03:16:03.455857000,11947.00,3799.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1358.00,0,0,0,2024-11-18 00:32:00,2,67900.00
92807,9713,31060787,9509.00,228.00,1,5438852193,1,0,0,2024-11-06 00:00:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,684.00,0,0,0,2024-11-20 00:00:00,3,21204.00
77641,9949,31060787,11813.00,282.00,8,5374142154,1,0,0,2024-11-02 00:00:00,1,2024-11-21 03:16:03.455857000,21312.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1410.00,0,0,0,2024-11-20 00:00:00,5,25662.00
1152326,4000,31060787,9701.00,200.00,4,9108052185,1,0,0,2024-10-26 14:50:00,1,2024-11-21 03:16:03.455857000,19200.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,19200.00,0,0,0,2024-10-13 14:50:00,96,0.00
55170,8358,31060794,9509.00,454.00,1,4655452075,1,0,0,2024-10-27 00:00:00,1,2024-11-21 03:16:03.455857000,38016.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1816.00,0,0,0,2024-11-20 00:00:00,4,41768.00
55879,8826,31059608,16257.00,164.00,9,513049783,1,0,0,2024-11-11 17:57:00,1,2024-11-21 03:16:03.455857000,25256.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,328.00,0,0,0,2024-11-18 00:19:00,2,24928.00
493966,4000,31059608,6337.00,221.00,8,13941761339,1,0,0,2024-11-12 20:18:00,1,2024-11-21 03:16:03.455857000,15336.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,15912.00,0,0,0,2024-10-30 20:19:00,72,0.00
66895,9694,31060787,15013.00,263.00,2,5082921174,1,0,0,2024-10-26 16:59:00,1,2024-11-21 03:16:03.455857000,23562.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1052.00,0,0,0,2024-11-17 00:26:00,4,39450.00
106720,8290,31059608,4637.00,243.00,5,1056532990,1,0,0,2024-10-29 15:18:00,1,2024-11-21 03:16:03.455857000,12636.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,972.00,0,0,0,2024-11-19 00:35:00,4,11554.00
