vta_can,id_tip_car,cve_art,imp_sob,man_vta,dig_over,or_vta,stat_per_vta,ges_vta,cla_vta,din_ipe,gci_oid,fec_arb,mto_vta,imp_doc,fec_ibo,vta_clas,stat_car_vta,ser_id_car,pag_car,pag_car_tx,rut_abt,nov_abt,fid_dpt,fec_ctd,man_abt,man_otor_vta
195075,9738,31060787,8519.00,263.00,8,23307261708,1,0,0,2024-10-27 14:26:00,1,2024-11-21 03:16:03.455857000,18018.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1315.00,0,0,0,2024-11-18 00:46:00,5,19199.00
153365,9551,31059608,7147.00,234.00,9,9332922001,1,0,0,2024-11-09 20:13:00,1,2024-11-21 03:16:03.455857000,16146.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,468.00,0,0,0,2024-11-19 00:53:00,2,17784.00
897109,4000,31061673,32281.00,320.00,4,7313482017,1,0,0,2024-11-02 14:42:00,1,2024-11-21 03:16:03.455857000,49280.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,49280.00,0,0,0,2024-10-25 14:42:00,154,0.00
124637,9575,31060787,8730.00,440.00,9,26193191575,1,0,0,2024-11-11 18:06:00,1,2024-11-21 03:16:03.455857000,34560.00,949.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,880.00,0,0,0,2024-11-18 00:33:00,2,41360.00
80367,9213,31059608,4986.00,331.00,2,6353551482,1,0,0,2024-11-01 12:46:00,1,2024-11-21 03:16:03.455857000,9486.00,5499.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,993.00,0,0,0,2024-11-16 00:36:00,3,32769.00
82174,8392,31060794,9509.00,226.00,4,8681742004,1,0,0,2024-10-21 10:41:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1130.00,0,0,0,2024-11-19 00:32:00,5,20566.00
1252367,4000,31060787,10901.00,305.00,6,15673351928,1,0,0,2024-10-27 14:42:00,1,2024-11-21 03:16:03.455857000,20400.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,31110.00,0,0,0,2024-10-20 14:42:00,102,0.00
972258,4000,31060794,10949.00,215.00,8,8370111486,1,0,0,2024-11-08 14:58:00,1,2024-11-21 03:16:03.455857000,20448.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,20640.00,0,0,0,2024-10-22 14:58:00,96,0.00
154340,9608,31059608,6041.00,222.00,1,15906251562,1,0,0,2024-10-28 14:11:00,1,2024-11-21 03:16:03.455857000,14040.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1335.00,0,0,0,2024-11-19 00:36:00,6,14649.00
82566,9044,31059608,5249.00,362.00,4,16190401465,1,0,0,2024-11-10 15:55:00,1,2024-11-21 03:16:03.455857000,14248.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1810.00,0,0,0,2024-11-20 12:05:00,5,17014.00
1710985,4000,31059608,9605.00,212.00,2,25558341779,1,0,0,2024-10-27 20:04:00,1,2024-11-21 03:16:03.455857000,17604.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,22896.00,0,0,0,2024-10-17 20:04:00,108,0.00
107893,9946,31060794,10289.00,256.00,1,7315142017,1,0,0,2024-11-04 12:58:00,1,2024-11-21 03:16:03.455857000,19788.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,768.00,0,0,0,2024-11-20 00:28:00,3,25344.00
107769,9314,31060787,9509.00,227.00,1,7309332017,1,0,0,2024-10-28 00:00:00,16,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,908.00,0,0,0,2024-11-20 00:00:00,4,20884.00
78372,9599,31059608,15949.00,164.00,8,20043112016,1,0,0,2024-11-02 19:07:00,1,2024-11-21 03:16:03.455857000,24948.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,492.00,0,0,0,2024-11-17 00:24:00,3,24764.00
122329,8887,31060794,8051.00,306.00,7,18365301902,1,0,0,2024-11-02 18:27:00,1,2024-11-21 03:16:03.455857000,17550.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,918.00,0,0,0,2024-11-16 00:38:00,3,22950.00
122330,9941,31059608,7200.00,340.00,7,18366101902,1,0,0,2024-11-06 18:19:00,1,2024-11-21 03:16:03.455857000,14400.00,2799.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1020.00,0,0,0,2024-11-20 16:59:00,3,31620.00
1077394,4000,31060794,8731.00,221.00,9,16512891520,1,0,0,2024-10-20 12:43:00,1,2024-11-21 03:16:03.455857000,17280.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,21216.00,0,0,0,2024-10-11 12:43:00,96,0.00
52290,9307,31059608,8797.00,402.00,7,7600221876,1,0,0,2024-11-09 19:47:00,1,2024-11-21 03:16:03.455857000,17796.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1206.00,0,0,0,2024-11-18 00:21:00,3,27738.00
67768,9754,31060794,8207.00,436.00,3,15033631559,1,0,0,2024-10-30 16:04:00,1,2024-11-21 03:16:03.455857000,17706.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1760.00,0,0,0,2024-11-20 00:27:00,4,32248.00
56501,8386,31060787,6629.00,233.00,4,5085121565,1,0,0,2024-11-03 20:01:00,1,2024-11-21 03:16:03.455857000,16128.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,932.00,0,0,0,2024-11-18 00:21:00,4,15844.00
121067,8460,31059608,8953.00,254.00,3,15246292011,1,0,0,2024-11-08 10:26:00,1,2024-11-21 03:16:03.455857000,17952.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,762.00,0,0,0,2024-11-16 00:44:00,3,23622.00
82074,8392,31060794,9509.00,226.00,6,8686512004,1,0,0,2024-11-03 18:15:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,904.00,0,0,0,2024-11-19 00:31:00,4,20792.00
706111,4000,31060794,18529.00,182.00,7,5494976027,1,0,0,2024-10-29 15:55:00,1,2024-11-21 03:16:03.455857000,28028.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,28028.00,0,0,0,2024-10-22 15:55:00,154,0.00
89852,9057,31059608,8373.00,365.00,1,17865655908,1,0,0,2024-11-10 11:04:00,1,2024-11-21 03:16:03.455857000,32946.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,741.00,0,0,0,2024-11-18 00:24:00,2,36489.00
117252,9700,31060794,14181.00,245.00,3,15356435885,1,0,0,2024-10-19 00:00:00,1,2024-11-21 03:16:03.455857000,23680.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1225.00,0,0,0,2024-11-20 00:00:00,5,30135.00
897895,4000,31059608,15949.00,191.00,4,9192945937,1,0,0,2024-11-02 09:38:00,1,2024-11-21 03:16:03.455857000,24948.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,29414.00,0,0,0,2024-10-26 09:39:00,154,0.00
30894,9327,31061673,10093.00,521.00,5,2939455879,1,0,0,2024-11-07 14:05:00,1,2024-11-21 03:16:03.455857000,27092.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1593.00,0,0,0,2024-11-17 00:19:00,3,25499.00
14379,9064,31060794,15757.00,267.00,6,9869095856,1,0,0,2024-11-02 18:54:00,1,2024-11-21 03:16:03.455857000,25256.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,801.00,0,0,0,2024-11-17 00:25:00,3,40317.00
44013,9930,31059608,3492.00,337.00,4,2683496065,1,0,0,2024-11-04 15:17:00,1,2024-11-21 03:16:03.455857000,7992.00,5499.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1348.00,0,0,0,2024-11-18 00:22:00,4,22916.00
405501,4000,31060794,8519.00,440.00,4,2940655879,1,0,0,2024-11-12 15:29:00,1,2024-11-21 03:16:03.455857000,18018.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,34320.00,0,0,0,2024-10-30 15:29:00,78,0.00
405501,4000,31060787,6752.00,440.00,4,2940655879,1,0,0,2024-11-12 15:29:00,1,2024-11-21 03:16:03.455857000,14352.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,34320.00,0,0,0,2024-10-30 15:29:00,78,0.00
372122,4000,31060794,9653.00,415.00,1,2791065887,1,0,0,2024-10-26 14:11:00,1,2024-11-21 03:16:03.455857000,38304.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,39840.00,0,0,0,2024-10-18 14:11:00,96,0.00
41802,8057,31060794,10235.00,253.00,1,4004226095,1,8,0,2024-10-28 11:54:00,1,2024-11-21 03:16:03.455857000,19734.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,60.00,759.00,0,0,0,2024-11-18 00:20:00,3,18975.00
90482,8408,31059608,14384.00,314.00,9,9829245953,1,0,0,2024-11-03 11:44:00,1,2024-11-21 03:16:03.455857000,44968.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,635.00,0,0,0,2024-11-17 00:28:00,2,47721.00
354860,4000,31059608,11089.00,186.00,4,2684666065,1,0,0,2024-11-15 10:03:00,1,2024-11-21 03:16:03.455857000,20088.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,20088.00,0,0,0,2024-10-27 10:04:00,108,0.00
1223289,4000,31060787,11399.00,229.00,6,12496516075,1,0,0,2024-10-18 19:50:00,1,2024-11-21 03:16:03.455857000,20898.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,23358.00,0,0,0,2024-10-11 19:50:00,102,0.00
23381,8139,31059608,4429.00,655.00,5,17856845908,1,0,0,2024-10-28 17:56:00,1,2024-11-21 03:16:03.455857000,12428.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,3275.00,0,0,0,2024-11-18 00:25:00,5,30785.00
77036,8913,31060787,10595.00,444.00,7,3936326081,1,0,0,2024-10-26 18:17:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2220.00,0,0,0,2024-11-17 00:32:00,5,43068.00
1264831,4000,31060787,9438.00,408.00,2,13053955814,1,0,0,2024-11-11 19:09:00,1,2024-11-21 03:16:03.455857000,18937.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,39168.00,0,0,0,2024-10-30 19:09:00,96,0.00
1033444,4000,31059608,9145.00,215.00,6,10208856088,1,0,0,2024-11-10 16:43:00,1,2024-11-21 03:16:03.455857000,18144.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,20640.00,0,0,0,2024-10-28 16:44:00,96,0.00
52942,8057,31060794,5529.00,289.00,1,3999286095,1,0,0,2024-10-21 20:19:00,1,2024-11-21 03:16:03.455857000,15028.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1868.00,0,0,0,2024-11-20 00:20:00,6,13160.00
27313,9126,31060794,7277.00,530.00,8,4873546107,1,0,0,2024-10-23 09:55:00,1,2024-11-21 03:16:03.455857000,33552.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2650.00,0,0,0,2024-11-20 00:25:00,5,35510.00
2513,8843,31060787,9701.00,208.00,6,4630056082,1,0,0,2024-10-28 15:16:00,1,2024-11-21 03:16:03.455857000,19200.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,832.00,0,0,0,2024-11-19 00:19:00,4,19136.00
53411,9126,31059608,16103.00,297.00,1,4883416107,1,0,0,2024-11-07 11:38:00,1,2024-11-21 03:16:03.455857000,25102.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,891.00,0,0,0,2024-11-15 00:23:00,3,44847.00
3716,9147,31059608,4833.00,303.00,2,1250095825,1,0,0,2024-11-05 20:45:00,1,2024-11-21 03:16:03.455857000,13832.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1212.00,0,0,0,2024-11-19 00:18:00,4,14544.00
59951,9256,31060787,9509.00,266.00,7,2788505887,1,0,0,2024-10-20 00:00:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1330.00,0,0,0,2024-11-20 00:00:00,5,24206.00
29586,9041,31059608,5509.00,279.00,4,4374256080,1,0,0,2024-11-09 18:18:00,1,2024-11-21 03:16:03.455857000,14508.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,837.00,0,0,0,2024-11-16 00:18:00,3,13671.00
1476703,4000,31060794,10595.00,386.00,5,15420686017,1,0,0,2024-11-03 19:50:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,39372.00,0,0,0,2024-10-24 19:50:00,102,0.00
1476703,4000,31060787,8516.00,386.00,5,15420686017,1,0,0,2024-11-03 19:50:00,1,2024-11-21 03:16:03.455857000,16116.00,1899.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,39372.00,0,0,0,2024-10-24 19:50:00,102,0.00
897080,4000,31061673,18803.00,399.00,7,9186955937,1,0,0,2024-10-26 16:06:00,1,2024-11-21 03:16:03.455857000,35802.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,40698.00,0,0,0,2024-10-19 16:06:00,102,0.00
31891,9110,31059608,15025.00,156.00,4,5479756012,1,0,0,2024-11-08 20:27:00,1,2024-11-21 03:16:03.455857000,24024.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,329.00,0,0,0,2024-11-15 00:22:00,2,23695.00
924506,4000,31060794,10949.00,216.00,7,9831375953,1,0,0,2024-11-16 13:18:00,1,2024-11-21 03:16:03.455857000,20448.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,20736.00,0,0,0,2024-10-30 13:19:00,96,0.00
55380,8846,31059608,9973.00,197.00,1,9226876004,1,0,0,2024-11-03 15:06:00,1,2024-11-21 03:16:03.455857000,18972.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,591.00,0,0,0,2024-11-18 00:20:00,3,19503.00
44436,8405,31059608,13561.00,198.00,2,8775125982,1,0,0,2024-10-29 16:56:00,1,2024-11-21 03:16:03.455857000,21560.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,990.00,0,0,0,2024-11-20 00:20:00,5,29502.00
55293,8253,31060787,16835.00,346.00,9,3621735784,1,0,0,2024-11-01 18:56:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1038.00,0,0,0,2024-11-17 00:25:00,3,52246.00
52693,9126,31059608,7488.00,395.00,5,4883056107,1,0,0,2024-11-03 16:56:00,1,2024-11-21 03:16:03.455857000,14688.00,2799.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1580.00,0,0,0,2024-11-18 00:22:00,4,36340.00
10231,8253,31059608,5609.00,192.00,3,3620425784,1,0,0,2024-10-26 21:12:00,1,2024-11-21 03:16:03.455857000,13608.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,768.00,0,0,0,2024-11-20 17:36:00,4,13056.00
615203,9110,31059608,9361.00,250.00,6,5479296012,1,0,0,2024-11-03 16:27:00,1,2024-11-21 03:16:03.455857000,18360.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,750.00,0,0,0,2024-11-18 00:22:00,3,24750.00
39640,8470,31060794,16835.00,396.00,6,4949836090,1,0,0,2024-10-27 20:56:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1586.00,0,0,0,2024-11-17 00:25:00,4,59398.00
39640,8470,31060787,16835.00,396.00,6,4949836090,1,0,0,2024-10-27 20:56:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1586.00,0,0,0,2024-11-17 00:25:00,4,59398.00
68402,8824,31059608,13529.00,206.00,1,3984006023,1,4,0,2024-11-04 20:52:00,1,2024-11-21 03:16:03.455857000,22528.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,7.00,412.00,0,0,0,2024-11-18 00:22:00,2,25956.00
60457,8180,31060794,14181.00,302.00,7,4949576090,1,0,0,2024-10-28 17:31:00,1,2024-11-21 03:16:03.455857000,23680.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1459.00,0,0,0,2024-11-19 00:24:00,4,37199.00
20342,9147,31059608,3740.00,499.00,7,1248745825,1,0,0,2024-10-27 12:02:00,1,2024-11-21 03:16:03.455857000,10140.00,3599.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1996.00,0,0,0,2024-11-18 00:18:00,4,23952.00
5261,9930,31060794,9701.00,236.00,6,2792915887,1,0,0,2024-11-03 14:10:00,1,2024-11-21 03:16:03.455857000,19200.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,944.00,0,0,0,2024-11-17 00:22:00,4,21712.00
49363,8313,31059608,8569.00,260.00,3,12960475830,1,0,0,2024-11-10 17:34:00,1,2024-11-21 03:16:03.455857000,17568.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,780.00,0,0,0,2024-11-18 00:27:00,3,24180.00
21383,9682,31060787,16835.00,402.00,6,2416936105,1,0,0,2024-10-24 13:35:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1608.00,0,0,0,2024-11-15 02:32:00,4,60300.00
80704,8650,31059608,8413.00,229.00,1,13623475791,1,0,0,2024-11-05 20:21:00,1,2024-11-21 03:16:03.455857000,16512.00,1900.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,687.00,0,0,0,2024-11-19 00:28:00,3,21297.00
59071,8247,31059608,12766.00,290.00,3,5336285813,1,0,0,2024-11-04 14:28:00,1,2024-11-21 03:16:03.455857000,19966.00,2799.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,870.00,0,0,0,2024-11-19 00:20:00,3,43790.00
40655,8672,31059608,1071.00,512.00,3,4917186064,1,0,0,2024-11-08 18:21:00,1,2024-11-21 03:16:03.455857000,10070.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1117.00,0,0,0,2024-11-19 00:22:00,2,5539.00
39386,8843,31061673,19673.00,385.00,7,4632936082,1,0,0,2024-11-02 15:40:00,1,2024-11-21 03:16:03.455857000,36672.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1155.00,0,0,0,2024-11-20 12:40:00,3,35805.00
176257,4000,31059608,7129.00,256.00,1,1249675825,1,0,0,2024-11-06 15:50:00,1,2024-11-21 03:16:03.455857000,16128.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,18432.00,0,0,0,2024-10-26 15:51:00,72,0.00
224726,4000,31059608,6368.00,327.00,6,1749209729,1,0,0,2024-10-27 15:22:00,1,2024-11-21 03:16:03.455857000,12768.00,3599.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,31392.00,0,0,0,2024-10-17 15:22:00,96,0.00
49616,9640,31060794,9509.00,397.00,1,4796229977,1,0,1,2024-11-02 14:47:00,1,2024-11-21 03:16:03.455857000,19008.00,0.00,2024-11-21 04:08:10.371061000,V,IN    ,0,0.00,0.00,0,0,0,2024-11-17 00:22:00,0,38112.00
1017,9964,31060794,9701.00,266.00,3,4786199977,1,0,2,2024-10-27 11:46:00,1,2024-11-21 03:16:03.455857000,19200.00,0.00,2024-11-21 04:08:10.371061000,V,IN    ,0,0.00,0.00,0,0,0,2024-11-18 19:43:00,0,25536.00
27424,8471,31059608,6907.00,129.00,4,1292519786,1,0,0,2024-11-09 13:35:00,1,2024-11-21 03:16:03.455857000,15906.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,129.00,0,0,0,2024-11-16 00:18:00,1,12925.00
4733,9943,31059608,13715.00,210.00,6,758099981,1,0,0,2024-10-29 16:09:00,1,2024-11-21 03:16:03.455857000,21714.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,840.00,0,0,0,2024-11-20 00:16:00,4,31500.00
806239,4000,31060787,4619.00,412.00,4,16337791025,1,0,0,2024-11-03 21:29:00,1,2024-11-21 03:16:03.455857000,14118.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,16068.00,0,0,0,2024-10-18 21:29:00,39,0.00
58612,8448,31059608,13561.00,160.00,6,728535660,1,0,0,2024-10-26 18:21:00,1,2024-11-21 03:16:03.455857000,21560.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,640.00,0,0,0,2024-11-17 00:23:00,4,24000.00
106245,4000,31059608,6985.00,253.00,1,807419802,1,0,0,2024-11-04 11:43:00,1,2024-11-21 03:16:03.455857000,15984.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,18216.00,0,0,0,2024-10-27 11:43:00,72,0.00
321018,4000,31060794,9893.00,202.00,8,2793429980,1,0,0,2024-11-07 11:56:00,1,2024-11-21 03:16:03.455857000,19392.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,19392.00,0,0,0,2024-10-26 11:57:00,96,0.00
31843,9935,31060787,10595.00,219.00,8,2170689803,1,0,0,2024-10-26 17:18:00,1,2024-11-21 03:16:03.455857000,20094.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,876.00,0,0,0,2024-11-16 00:19:00,4,21462.00
118892,9783,31059608,11449.00,242.00,7,13673067540,1,0,0,2024-11-08 10:47:00,1,2024-11-21 03:16:03.455857000,20448.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,968.00,0,0,0,2024-11-18 00:28:00,4,22264.00
17647,8129,31059608,7273.00,226.00,3,2044737509,1,0,0,2024-11-06 18:09:00,1,2024-11-21 03:16:03.455857000,16272.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,678.00,0,0,0,2024-11-20 00:17:00,3,15594.00
1403101,4000,31059608,14539.00,147.00,5,14390597537,1,0,0,2024-11-04 16:08:00,1,2024-11-21 03:16:03.455857000,22638.00,1900.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,22638.00,0,0,0,2024-10-27 16:08:00,154,0.00
18769,8129,31059608,8225.00,192.00,5,2039747509,1,0,0,2024-10-19 18:44:00,1,2024-11-21 03:16:03.455857000,16224.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,960.00,0,0,0,2024-11-17 00:18:00,5,17472.00
93736,8762,31059608,5405.00,328.00,6,13673447540,1,0,0,2024-11-03 15:04:00,1,2024-11-21 03:16:03.455857000,14404.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1312.00,0,0,0,2024-11-17 00:22:00,4,15744.00
1155499,4000,31059608,5405.00,277.00,5,10180857430,1,0,0,2024-11-05 19:37:00,1,2024-11-21 03:16:03.455857000,14404.00,1000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,14404.00,0,0,0,2024-10-29 19:37:00,52,0.00
99786,8390,31059608,6445.00,246.00,2,10179327430,1,0,0,2024-11-09 18:02:00,1,2024-11-21 03:16:03.455857000,14544.00,1900.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,738.00,0,0,0,2024-11-17 00:34:00,3,16974.00
87063,9730,31060794,7133.00,462.00,7,10847285898,1,0,0,2024-10-26 14:48:00,1,2024-11-21 03:16:03.455857000,16632.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1848.00,0,0,0,2024-11-17 00:25:00,4,31416.00
87063,9730,31060787,7133.00,462.00,7,10847285898,1,0,0,2024-10-26 14:48:00,1,2024-11-21 03:16:03.455857000,16632.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1848.00,0,0,0,2024-11-17 00:25:00,4,31416.00
399136,4000,31060787,16835.00,317.00,8,2949625839,1,0,0,2024-10-21 17:08:00,1,2024-11-21 03:16:03.455857000,26334.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,48818.00,0,0,0,2024-10-13 17:09:00,154,0.00
558158,4000,31060787,5113.00,282.00,6,4630026082,1,0,0,2024-11-08 15:12:00,1,2024-11-21 03:16:03.455857000,14612.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,14664.00,0,0,0,2024-10-20 15:12:00,52,0.00
53182,8700,31059608,4529.00,374.00,6,5389986104,1,0,0,2024-11-02 12:11:00,1,2024-11-21 03:16:03.455857000,12528.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1122.00,0,0,0,2024-11-17 00:23:00,3,16830.00
31668,9087,31059608,6041.00,222.00,3,1988695884,1,0,0,2024-10-20 10:51:00,1,2024-11-21 03:16:03.455857000,14040.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1554.00,0,0,0,2024-11-18 00:18:00,7,14430.00
870973,4000,31060787,16681.00,368.00,1,6890337041,1,0,0,2024-10-20 13:55:00,1,2024-11-21 03:16:03.455857000,52360.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,56672.00,0,0,0,2024-10-12 13:56:00,154,0.00
101675,8905,31060794,9613.00,226.00,9,17917247207,1,4,0,2024-10-20 17:22:00,1,2024-11-21 03:16:03.455857000,19112.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,904.00,0,0,0,2024-11-17 00:25:00,4,20792.00
89342,9021,31059608,6257.00,201.00,3,11823866240,1,0,0,2024-10-27 15:42:00,1,2024-11-21 03:16:03.455857000,14256.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1005.00,0,0,0,2024-11-18 00:30:00,5,13467.00
705041,4000,31059608,4273.00,420.00,2,7665946745,1,0,0,2024-11-06 12:11:00,1,2024-11-21 03:16:03.455857000,12272.00,2000.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,21840.00,0,0,0,2024-10-20 12:11:00,52,0.00
359576,4000,31060787,4607.00,293.00,8,2740666141,1,0,0,2024-11-02 14:29:00,1,2024-11-21 03:16:03.455857000,13156.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,15236.00,0,0,0,2024-10-20 14:30:00,52,0.00
128253,8360,31060794,8731.00,284.00,8,14359006570,1,0,0,2024-11-01 13:37:00,1,2024-11-21 03:16:03.455857000,17280.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1136.00,0,0,0,2024-11-15 00:29:00,4,26128.00
105534,9131,31059608,6464.00,301.00,1,21823956703,1,0,0,2024-10-27 13:20:00,9,2024-11-21 03:16:03.455857000,12864.00,3599.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,1204.00,0,0,0,2024-11-18 00:34:00,4,27692.00
18697,8913,31060794,15013.00,409.00,5,38630626131,1,0,0,2024-10-19 19:33:00,1,2024-11-21 03:16:03.455857000,23562.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2045.00,0,0,0,2024-11-17 00:28:00,5,60941.00
18697,8913,31060787,15013.00,409.00,5,38630626131,1,0,0,2024-10-19 19:33:00,1,2024-11-21 03:16:03.455857000,23562.00,950.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,2045.00,0,0,0,2024-11-17 00:28:00,5,60941.00
493501,4000,31060787,5685.00,309.00,7,3937936113,1,0,0,2024-11-02 20:31:00,1,2024-11-21 03:16:03.455857000,15184.00,0.00,2024-11-21 04:08:10.371061000,V,      ,0,0.00,16068.00,0,0,0,2024-10-20 20:31:00,52,0.00
